   5.0000000e+02	   9.3578479e-04	
   5.0025710e+02	   2.5297917e-03	
   5.0051420e+02	  -3.7432118e-04	
   5.0077130e+02	   2.4446238e-04	
   5.0102840e+02	   7.4337172e-04	
   5.0128550e+02	   2.1474912e-03	
   5.0154260e+02	   1.7588136e-03	
   5.0179970e+02	  -1.0338281e-03	
   5.0205680e+02	  -1.0645163e-03	
   5.0231390e+02	   1.7446142e-03	
   5.0257100e+02	   1.8463266e-03	
   5.0282810e+02	   1.7784603e-03	
   5.0308520e+02	   7.5376634e-04	
   5.0334230e+02	   3.1726442e-03	
   5.0359940e+02	   1.5838316e-03	
   5.0385650e+02	  -1.4364317e-03	
   5.0411360e+02	  -1.4684676e-03	
   5.0437070e+02	  -1.2887589e-03	
   5.0462780e+02	   2.2905766e-03	
   5.0488490e+02	   1.3940354e-03	
   5.0514200e+02	   5.2515569e-04	
   5.0539910e+02	   2.5341542e-03	
   5.0565620e+02	   2.5480742e-03	
   5.0591330e+02	   6.7151056e-04	
   5.0617040e+02	   3.3566701e-03	
   5.0642750e+02	   1.2725599e-03	
   5.0668460e+02	   3.1436314e-03	
   5.0694170e+02	  -2.8048343e-05	
   5.0719880e+02	   2.6812843e-03	
   5.0745590e+02	   9.9472377e-04	
   5.0771300e+02	   3.3653103e-03	
   5.0797010e+02	   1.1286699e-04	
   5.0822720e+02	   5.4563754e-04	
   5.0848430e+02	   2.7467190e-03	
   5.0874140e+02	   8.7606814e-04	
   5.0899850e+02	   3.4159896e-03	
   5.0925560e+02	   1.5137025e-03	
   5.0951270e+02	   5.6066369e-06	
   5.0976980e+02	   2.0369954e-03	
   5.1002690e+02	  -7.3228852e-04	
   5.1028400e+02	  -4.9062187e-04	
   5.1054110e+02	  -7.2449174e-04	
   5.1079820e+02	   6.0326698e-05	
   5.1105530e+02	   1.5835107e-03	
   5.1131240e+02	  -1.2261660e-03	
   5.1156950e+02	  -5.1244202e-04	
   5.1182660e+02	   1.7183167e-03	
   5.1208370e+02	  -3.5410193e-04	
   5.1234080e+02	  -6.9545111e-04	
   5.1259790e+02	  -2.2885065e-04	
   5.1285500e+02	  -2.2142777e-04	
   5.1311210e+02	   2.1993409e-03	
   5.1336920e+02	  -9.0958311e-04	
   5.1362630e+02	   7.5038696e-04	
   5.1388340e+02	   1.4197566e-03	
   5.1414050e+02	   2.6815090e-03	
   5.1439760e+02	   2.8022739e-03	
   5.1465470e+02	   2.0563161e-03	
   5.1491180e+02	   2.7062422e-03	
   5.1516890e+02	  -8.3546055e-04	
   5.1542600e+02	  -8.5624302e-04	
   5.1568310e+02	  -2.0942913e-04	
   5.1594020e+02	  -2.4022158e-04	
   5.1619730e+02	  -8.5307123e-04	
   5.1645440e+02	   2.7929914e-03	
   5.1671150e+02	   1.3852592e-03	
   5.1696860e+02	   3.1821798e-03	
   5.1722570e+02	   9.6489033e-04	
   5.1748280e+02	   2.0423078e-03	
   5.1773990e+02	  -1.2133367e-03	
   5.1799700e+02	  -1.2943078e-03	
   5.1825410e+02	   3.1309851e-03	
   5.1851120e+02	  -1.4879477e-03	
   5.1876830e+02	   4.2632958e-04	
   5.1902540e+02	   8.2263305e-04	
   5.1928250e+02	  -9.3902741e-05	
   5.1953960e+02	   2.7486899e-03	
   5.1979670e+02	   7.6477567e-04	
   5.2005380e+02	  -5.0463852e-04	
   5.2031090e+02	   2.6557714e-03	
   5.2056800e+02	  -1.5027021e-03	
   5.2082510e+02	   2.7515675e-03	
   5.2108220e+02	   8.3284896e-04	
   5.2133930e+02	   2.1392536e-03	
   5.2159640e+02	   1.3039794e-03	
   5.2185350e+02	  -1.3606180e-03	
   5.2211060e+02	   2.8543387e-03	
   5.2236770e+02	   6.8280426e-04	
